class,message,,,
jam,Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.,,,
jam,"That's cool, I'll come by like  &lt;#&gt; ish",,,
jam,Super msg da:)nalla timing.,,,
jam,"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?",,,
jam,I am 6 ft. We will be a good combination!,,,
jam,I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!,,,
jam,* Am on a train back from nortjampton so i'm afraid not!,,,
jam,Where in abj are you serving. Are you staying with dad or alone.,,,
jam,Was playng 9 doors game and gt racing on phone lol,,,
spam,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message",,,
jam,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",,,
jam,I'm on da bus going home...,,,
jam,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,,,
jam,I'm okay. Chasing the dream. What's good. What are you doing next.,,,
jam,Yupz... I've oredi booked slots 4 my weekends liao... ,,,
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a �800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only,,,
jam,There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no,,,
jam,Okie,,,
jam,Yes I know the cheesy songs from frosty the snowman :),,,
jam,"Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u..",,,
spam,sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p ,,,
jam,Hey tmr meet at bugis 930 ?,,,
spam,"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm",,,
jam,All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?,,,
jam,Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you,,,
jam,And whenever you and i see we can still hook up too.,,,
jam,Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...,,,
jam,Can you use foreign stamps for whatever you send them off for? ,,,
spam,FROM 88066 LOST �12 HELP,,,
jam,Oh baby of the house. How come you dont have any new pictures on facebook,,,
jam,"Feb  &lt;#&gt;  is \I LOVE U\"" day. Send dis to all ur \""VALUED FRNDS\"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr""",,,
jam,"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs.",,,
jam,"Omw back to tampa from west palm, you hear what happened?",,,
jam,Yup no more already... Thanx 4 printing n handing it up.,,,
spam,FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!,,,
jam,What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.,,,
jam,S now only i took tablets . Reaction morning only.,,,
spam,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,,,
jam,"Nah, I'm a perpetual DD",,,
jam,Sorry de i went to shop.,,,
spam,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,,,
jam,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",,,
jam,Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath,,,
jam,Nope i'm not drivin... I neva develop da photos lei...,,,
jam,I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?,,,
jam,Cool. I am  &lt;#&gt;  inches long. hope you like them big!,,,
jam,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",,,
jam,Okie.. Thanx..,,,
spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,,,
jam,Go where n buy? Juz buy when we get there lar.,,,
jam,Ok lor...,,,
jam,I'm working technical support :)voice process.,,,
jam,It's justbeen overa week since we broke up and already our brains are going to mush!,,,
jam,"Tunde, how are you doing. This is just wishing you a great day. Abiola.",,,
jam,Nope... C �_ then...,,,
jam,No. But we'll do medical missions to nigeria,,,
jam,No i am not having not any movies in my laptop,,,
jam,Whatsup there. Dont u want to sleep,,,
spam,Urgent Please call 09066612661 from landline. �5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ ���,,,
spam,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or �1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR",,,
jam,I havent lei.. Next mon can?,,,
jam,Mm feeling sleepy. today itself i shall get that dear,,,
jam,How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.,,,
jam,Do �_ noe if ben is going?,,,
jam,Can you do a mag meeting this avo at some point?,,,
jam,I meant middle left or right?,,,
jam,Really? I crashed out cuddled on my sofa.,,,
jam,Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu,,,
jam,"I sent you the prices and do you mean the  &lt;#&gt; g,",,,
jam,Are you this much buzy,,,
jam,Nothing. Can...,,,
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,,,
jam,No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u,,,
jam,But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.,,,
jam,"Tick, tick, tick ... Babe",,,
jam,R �_ going 4 today's meeting?,,,
jam,K da:)how many page you want?,,,
jam,Ya had just now.onion roast.,,,
jam,Send his number and give reply tomorrow morning for why you said that to him like that ok,,,
jam,You said not now. No problem. When you can. Let me know.,,,
jam,Ok but tell me half an hr b4 u come i need 2 prepare.,,,
jam,Play w computer? Aiyah i tok 2 u lor?,,,
jam,Sat right? Okay thanks... ,,,
jam,"Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with",,,
jam,Ok Chinese food on its way. When I get fat you're paying for my lipo.,,,
jam,We r outside already.,,,
jam,Have a good trip. Watch out for . Remember when you get back we must decide about easter.,,,
jam,Yo we are watching a movie on netflix,,,
jam,What time. I���m out until prob 3 or so,,,
jam,"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee...",,,
jam,I dont thnk its a wrong calling between us,,,
jam,I am not sure about night menu. . . I know only about noon menu,,,
jam,ARR birthday today:) i wish him to get more oscar.,,,
jam,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",,,
jam,"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!",,,
jam, and  picking them up from various points,,,
spam,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX,,,
jam,Wow v v impressed. Have funs shopping!,,,
jam,I am on the way to ur home,,,
spam,Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner,,,
jam,No problem. Talk to you later,,,
jam,Then ur sis how?,,,
jam,Still in customer place,,,
spam,How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?,,,
jam,"Dude u knw also telugu..thts gud..k, gud nyt..",,,
jam,We confirm eating at esplanade?,,,
jam,Send me your id and password,,,
jam,Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.,,,
spam,"For ur chance to win a �250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.",,,
jam,Well I might not come then...,,,
jam,Long after I quit. I get on only like 5 minutes a day as it is.,,,
jam,Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.,,,
jam,Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you,,,
jam,"Just arrived, see you in a couple days &lt;3",,,
jam,"K, wat s tht incident?",,,
jam,Yeah get the unlimited,,,
jam,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..,,,
jam,"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?",,,
jam,�� got wat to buy tell us then �_ no need to come in again.,,,
jam,When you are big..| God will bring success.,,,
spam,U�۪ve Bin Awarded �50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min �50-�500. OptOut 08718727870,,,
jam,"��_ we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon \""
jam""",Well there's still a bit left if you guys want to tonight,,
jam,Not from this campus. Are you in the library?,,,
jam,"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow",,,
jam,How will I creep on you now? ;_;,,,
jam,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,,,
jam,If I get there before you after your ten billion calls and texts so help me god,,,
jam,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,,,
jam,I've told him that i've returned it. That should i re order it.,,,
jam,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..",,,
jam,Depends on where u going lor.,,,
jam,And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*,,,
spam,FreeMsg>FAV XMAS TONES!Reply REAL,,,
jam,Lil fever:) now fine:),,,
jam,I think it's all still in my car,,,
jam,Can a not?,,,
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 ,,,
jam,Yes princess! I want to catch you with my big strong hands...,,,
jam,Oh yeah I forgot. U can only take 2 out shopping at once.,,,
jam,Mm so you asked me not to call radio,,,
jam,Thinkin about someone is all good. No drugs for that,,,
jam,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",,,
jam,"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly..",,,
jam,"Alright if you're sure, let me know when you're leaving",,,
jam,Some are lasting as much as 2 hours. You might get lucky.,,,
jam,Genius what's up. How your brother. Pls send his number to my skype.,,,
spam,"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p",,,
jam,Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...,,,
jam,Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*,,,
spam,INTERFLORA - ��It's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.,,,
jam,Oh god..taken the teeth?is it paining,,,
spam,ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.,,,
jam,Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...,,,
jam,No need to buy lunch for me.. I eat maggi mee..,,,
spam,"Congratulations - Thanks to a good friend U have WON the �2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate",,,
jam,Ok lor...,,,
jam,"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!",,,
